CandidateIdentifier,FirstName,MiddleName,LastSurname,SexDescriptor,BirthDate,HispanicLatinoEthnicity,EconomicDisadvantaged,LoginId,GenderDescriptor,PersonId,SourceSystemDescriptor,AidTypeDescriptor1,AidTypeDescriptor2,AidTypeDescriptor3,AidTypeDescriptor4,AidTypeDescriptor5,AidTypeDescriptor6,AidTypeDescriptor7,AidTypeDescriptor8,BeginDate1,BeginDate2,BeginDate3,BeginDate4,BeginDate5,BeginDate6,BeginDate7,BeginDate8,AidAmount1,AidAmount2,AidAmount3,AidAmount4,AidAmount5,AidAmount6,AidAmount7,AidAmount8,AidConditionDescription1,AidConditionDescription2,AidConditionDescription3,AidConditionDescription4,AidConditionDescription5,AidConditionDescription6,AidConditionDescription7,AidConditionDescription8,EndDate1,EndDate2,EndDate3,EndDate4,EndDate5,EndDate6,EndDate7,EndDate8,PellGrantRecipient1,PellGrantRecipient2,PellGrantRecipient3,PellGrantRecipient4,PellGrantRecipient5,PellGrantRecipient6,PellGrantRecipient7,PellGrantRecipient8,RaceDescriptor1
1000000070,Renelle,Rubi,Ogers,uri://ed-fi.org/SexDescriptor#Female,1993-03-07,TRUE,TRUE,Renelle.Ogers.1000000070@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000073,Nappy,Abraham,Pestor,uri://ed-fi.org/SexDescriptor#Male,1989-01-05,TRUE,FALSE,Nappy.Pestor.1000000073@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000075,Griffie,,Comettoi,uri://ed-fi.org/SexDescriptor#Female,1988-09-16,TRUE,TRUE,Griffie.Comettoi.1000000075@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000000077,Erin,Y,Drinkel,uri://ed-fi.org/SexDescriptor#Female,1989-10-25,TRUE,TRUE,Erin.Drinkel.1000000077@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000000079,Giuditta,Del Rosario,Dorrian,uri://ed-fi.org/SexDescriptor#Female,1992-01-08,TRUE,TRUE,Giuditta.Dorrian.1000000079@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#American Indian - Alaska Native
1000000081,Janis,J,Hanna,uri://ed-fi.org/SexDescriptor#Female,1993-08-26,TRUE,TRUE,Janis.Hanna.1000000081@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000082,Leeland,,Pocklington,uri://ed-fi.org/SexDescriptor#Male,1992-08-12,TRUE,TRUE,Leeland.Pocklington.1000000082@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000085,Stephi,Arcadio,Brownlow,uri://ed-fi.org/SexDescriptor#Male,1993-03-14,TRUE,TRUE,Stephi.Brownlow.1000000085@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000088,Tobey,,Douty,uri://ed-fi.org/SexDescriptor#Female,1993-11-11,TRUE,TRUE,Tobey.Douty.1000000088@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000090,Paolina,,Colledge,uri://ed-fi.org/SexDescriptor#Female,1995-03-28,TRUE,TRUE,Paolina.Colledge.1000000090@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000091,Gerianna,,Jollie,uri://ed-fi.org/SexDescriptor#Male,1993-03-14,TRUE,FALSE,Gerianna.Jollie.1000000091@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#White
1000000092,Nonnah,G,Dodwell,uri://ed-fi.org/SexDescriptor#Female,1995-12-12,TRUE,FALSE,Nonnah.Dodwell.1000000092@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Asian
1000000095,Kelcy,A,Yashunin,uri://ed-fi.org/SexDescriptor#Female,1995-10-13,FALSE,FALSE,Kelcy.Yashunin.1000000095@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000097,Bekki,Lallary,Rimour,uri://ed-fi.org/SexDescriptor#Female,1993-03-16,TRUE,TRUE,Bekki.Rimour.1000000097@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000098,Minta,,Keynd,uri://ed-fi.org/SexDescriptor#Female,1993-10-24,TRUE,TRUE,Minta.Keynd.1000000098@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000000103,Iseabal,L,Ansty,uri://ed-fi.org/SexDescriptor#Female,1987-06-09,TRUE,TRUE,Iseabal.Ansty.1000000103@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000000104,Ursala,,Tithacott,uri://ed-fi.org/SexDescriptor#Female,1993-12-06,TRUE,TRUE,Ursala.Tithacott.1000000104@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000106,Nobie,Josh,Lehon,uri://ed-fi.org/SexDescriptor#Male,1992-08-29,FALSE,FALSE,Nobie.Lehon.1000000106@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Asian
1000000107,Emilee,A,Grainge,uri://ed-fi.org/SexDescriptor#Female,1995-07-24,TRUE,FALSE,Emilee.Grainge.1000000107@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#White
1000000111,Denys,Natalie,Bottrell,uri://ed-fi.org/SexDescriptor#Female,1994-06-07,TRUE,TRUE,Denys.Bottrell.1000000111@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000114,Pam,M,Tanzer,uri://ed-fi.org/SexDescriptor#Female,1994-06-12,TRUE,FALSE,Pam.Tanzer.1000000114@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000117,Hersh,Bryan,Kornilyev,uri://ed-fi.org/SexDescriptor#Male,1992-10-08,TRUE,TRUE,Hersh.Kornilyev.1000000117@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000118,Jonie,,Quilligan,uri://ed-fi.org/SexDescriptor#Male,1993-11-04,TRUE,FALSE,Jonie.Quilligan.1000000118@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#White
1000000120,Clarette,L,Commin,uri://ed-fi.org/SexDescriptor#Female,1996-02-06,TRUE,TRUE,Clarette.Commin.1000000120@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000121,Larina,,Glennon,uri://ed-fi.org/SexDescriptor#Female,1996-06-13,TRUE,TRUE,Larina.Glennon.1000000121@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Asian
1000000126,Caitrin,,Vaux,uri://ed-fi.org/SexDescriptor#Female,1996-10-06,TRUE,FALSE,Caitrin.Vaux.1000000126@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000127,Rourke,,McQuarter,uri://ed-fi.org/SexDescriptor#Male,1991-05-12,TRUE,TRUE,Rourke.McQuarter.1000000127@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000128,Sid,G,Knottley,uri://ed-fi.org/SexDescriptor#Male,1994-08-22,TRUE,FALSE,Sid.Knottley.1000000128@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000129,Imogene,A,Leeman,uri://ed-fi.org/SexDescriptor#Male,1994-03-16,TRUE,TRUE,Imogene.Leeman.1000000129@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000133,Jenilee,,Ever,uri://ed-fi.org/SexDescriptor#Female,1994-07-31,TRUE,TRUE,Jenilee.Ever.1000000133@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000000136,Tabby,,Sine,uri://ed-fi.org/SexDescriptor#Female,1996-03-14,TRUE,TRUE,Tabby.Sine.1000000136@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000138,Oby,,Cruickshank,uri://ed-fi.org/SexDescriptor#Male,1993-01-04,TRUE,TRUE,Oby.Cruickshank.1000000138@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000139,Marcelline,,Falcus,uri://ed-fi.org/SexDescriptor#Female,1994-10-18,TRUE,TRUE,Marcelline.Falcus.1000000139@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000141,Tades,Alfredo,Suggey,uri://ed-fi.org/SexDescriptor#Male,1994-04-10,TRUE,FALSE,Tades.Suggey.1000000141@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000142,Julietta,Estefania,Viall,uri://ed-fi.org/SexDescriptor#Female,1993-12-27,TRUE,TRUE,Julietta.Viall.1000000142@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000000149,Alec,,Alldritt,uri://ed-fi.org/SexDescriptor#Female,1993-04-24,TRUE,TRUE,Alec.Alldritt.1000000149@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000000155,Ulrikaumeko,,Cordingly,uri://ed-fi.org/SexDescriptor#Male,1994-03-14,TRUE,TRUE,Ulrikaumeko.Cordingly.1000000155@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000159,Janette,,Caldero,uri://ed-fi.org/SexDescriptor#Female,1993-01-15,TRUE,FALSE,Janette.Caldero.1000000159@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#White
1000000160,Benson,,Smallsman,uri://ed-fi.org/SexDescriptor#Male,1993-12-02,TRUE,FALSE,Benson.Smallsman.1000000160@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000161,Mady,Marie,Johananoff,uri://ed-fi.org/SexDescriptor#Female,1995-09-30,TRUE,FALSE,Mady.Johananoff.1000000161@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000163,Ripley,,Davidai,uri://ed-fi.org/SexDescriptor#Male,1990-10-04,TRUE,TRUE,Ripley.Davidai.1000000163@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000164,Harrietta,,Ourry,uri://ed-fi.org/SexDescriptor#Female,1995-10-24,TRUE,TRUE,Harrietta.Ourry.1000000164@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000165,Brendon,Alexander,Folbige,uri://ed-fi.org/SexDescriptor#Male,1992-07-30,TRUE,FALSE,Brendon.Folbige.1000000165@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#White
1000000169,Anabella,,Bevington,uri://ed-fi.org/SexDescriptor#Female,1996-01-24,TRUE,FALSE,Anabella.Bevington.1000000169@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Asian
1000000170,Kiele,,Astall,uri://ed-fi.org/SexDescriptor#Female,1996-01-08,TRUE,TRUE,Kiele.Astall.1000000170@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Asian
1000000172,Karisa,F,Antill,uri://ed-fi.org/SexDescriptor#Female,1997-01-04,TRUE,TRUE,Karisa.Antill.1000000172@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000000175,Korey,Danielle,Hamlington,uri://ed-fi.org/SexDescriptor#Female,1990-08-11,FALSE,TRUE,Korey.Hamlington.1000000175@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Other
1000000176,Delilah,Denise,McGurk,uri://ed-fi.org/SexDescriptor#Female,1981-11-06,TRUE,TRUE,Delilah.McGurk.1000000176@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
